atm_id,transaction_date,transaction_time,amount,transaction_type,day_of_week
ATM036,2023-10-24,18:32:14,2611583,RETIRO,2
ATM017,2024-01-19,05:56:24,708437,DEPÓSITO,5
ATM021,2023-12-24,15:10:18,1012373,RETIRO,7
ATM099,2023-12-09,10:20:38,3348438,DEPÓSITO,6
ATM077,2023-10-19,08:21:08,4448452,DEPÓSITO,4
ATM096,2023-09-22,02:51:23,2575348,RETIRO,5
ATM031,2024-02-23,06:45:02,1650133,RETIRO,5
ATM043,2024-01-16,21:42:50,1359095,DEPÓSITO,2
ATM010,2024-01-26,08:09:05,3115772,DEPÓSITO,5
ATM044,2023-12-08,13:00:44,4846793,DEPÓSITO,5
ATM061,2023-12-12,09:17:09,2728244,RETIRO,2
ATM037,2023-09-06,19:31:42,156637,RETIRO,3
ATM026,2023-10-20,15:50:24,2672430,RETIRO,5
ATM100,2023-10-26,20:15:54,2599423,RETIRO,4
ATM069,2023-10-14,12:56:27,2885745,RETIRO,6
ATM051,2024-02-08,10:32:53,1178363,RETIRO,4
ATM046,2023-09-13,23:10:19,1628132,RETIRO,3
ATM037,2023-12-08,21:51:00,3961936,DEPÓSITO,5
ATM063,2023-09-20,02:26:32,2260699,RETIRO,3
ATM023,2023-12-06,15:42:12,717323,RETIRO,3
ATM055,2023-12-01,08:25:26,2108942,DEPÓSITO,5
ATM067,2023-10-11,17:29:00,1920379,DEPÓSITO,3
ATM063,2023-09-17,19:17:30,2953053,RETIRO,7
ATM054,2023-10-05,14:36:47,4871706,DEPÓSITO,4
ATM078,2023-09-26,19:27:39,166460,RETIRO,2
ATM029,2023-12-09,05:20:27,1886988,DEPÓSITO,6
ATM018,2023-11-14,05:46:15,2151101,DEPÓSITO,2
ATM020,2023-11-26,16:53:50,2344764,RETIRO,7
ATM052,2023-12-09,10:17:05,4495613,DEPÓSITO,6
ATM049,2024-02-07,19:46:48,2716461,RETIRO,3
ATM008,2023-11-26,10:13:50,2615809,RETIRO,7
ATM027,2023-12-09,07:32:51,2810641,DEPÓSITO,6
ATM014,2023-10-09,04:27:05,2782028,RETIRO,1
ATM081,2023-11-09,07:58:11,1656787,RETIRO,4
ATM093,2024-01-25,22:48:35,1094115,RETIRO,4
ATM084,2024-02-23,05:54:26,4515013,DEPÓSITO,5
ATM058,2024-01-15,18:38:02,3412801,DEPÓSITO,1
ATM100,2024-01-19,18:39:53,4132887,DEPÓSITO,5
ATM030,2023-10-23,09:23:42,2380955,RETIRO,1
ATM035,2023-11-15,18:18:22,2410858,RETIRO,3
ATM029,2024-02-22,03:46:26,4534906,DEPÓSITO,4
ATM091,2023-12-04,16:19:11,3717151,DEPÓSITO,1
ATM033,2023-12-02,23:22:14,2395032,RETIRO,6
ATM021,2023-11-17,08:55:07,2730749,RETIRO,5
ATM036,2024-01-31,05:24:35,2747761,RETIRO,3
ATM099,2023-10-07,00:16:29,2092243,RETIRO,6
ATM042,2023-11-22,20:05:07,1011213,DEPÓSITO,3
ATM047,2024-02-18,23:09:39,1231805,RETIRO,7
ATM006,2023-09-28,17:32:51,936555,DEPÓSITO,4
ATM050,2023-10-27,19:10:14,2814804,RETIRO,5
ATM094,2024-01-30,15:45:13,1116717,RETIRO,2
ATM023,2023-11-15,06:25:10,2353370,DEPÓSITO,3
ATM033,2024-02-05,08:45:13,4429438,DEPÓSITO,1
ATM056,2023-09-12,16:36:27,99523,RETIRO,2
ATM010,2023-11-22,06:29:32,331279,RETIRO,3
ATM001,2024-01-07,22:54:13,2536379,RETIRO,7
ATM084,2023-09-26,09:30:28,379559,RETIRO,2
ATM076,2023-11-05,05:35:47,1899786,DEPÓSITO,7
ATM018,2024-01-19,10:01:34,2360085,DEPÓSITO,5
ATM077,2024-02-02,03:40:45,1750918,RETIRO,5
ATM097,2024-01-29,17:00:43,1072320,RETIRO,1
ATM070,2023-09-13,13:25:10,2925240,DEPÓSITO,3
ATM087,2023-11-06,06:36:55,1131050,RETIRO,1
ATM075,2024-01-26,08:15:28,2340090,RETIRO,5
ATM043,2023-10-15,11:25:56,4987699,DEPÓSITO,7
ATM006,2024-02-16,15:36:12,3306988,DEPÓSITO,5
ATM080,2023-11-30,19:10:37,4861598,DEPÓSITO,4
ATM084,2023-09-03,10:02:43,1370095,RETIRO,7
ATM049,2023-12-11,10:12:02,694406,RETIRO,1
ATM021,2024-01-22,15:05:33,1455738,RETIRO,1
ATM041,2024-02-26,17:59:27,1956297,RETIRO,1
ATM095,2024-01-16,14:02:48,282552,DEPÓSITO,2
ATM008,2023-11-03,12:22:17,2264197,DEPÓSITO,5
ATM095,2024-01-03,21:55:12,1310707,DEPÓSITO,3
ATM095,2023-09-29,05:03:52,1325711,DEPÓSITO,5
ATM068,2023-12-06,09:10:53,1001765,RETIRO,3
ATM055,2023-10-17,05:09:18,1339974,DEPÓSITO,2
ATM079,2023-11-01,17:15:15,1745249,DEPÓSITO,3
ATM016,2024-01-22,09:19:40,3057230,DEPÓSITO,1
ATM028,2024-01-07,18:44:27,2513599,RETIRO,7
ATM084,2023-09-09,08:12:53,726061,RETIRO,6
ATM075,2023-12-06,03:38:27,2420247,RETIRO,3
ATM052,2024-02-08,14:28:21,1655257,RETIRO,4
ATM039,2024-02-04,20:53:42,2206629,RETIRO,7
ATM060,2023-10-08,10:04:07,362156,DEPÓSITO,7
ATM014,2024-02-09,19:53:17,1158488,RETIRO,5
ATM040,2023-10-23,12:14:53,2115383,RETIRO,1
ATM016,2024-01-06,15:49:31,785267,RETIRO,6
ATM094,2023-11-04,15:18:38,2276023,RETIRO,6
ATM069,2023-10-06,09:38:25,1987873,RETIRO,5
ATM083,2023-12-16,06:13:12,2329190,RETIRO,6
ATM048,2024-02-15,17:41:31,2337239,RETIRO,4
ATM087,2023-10-05,06:19:05,2733244,RETIRO,4
ATM025,2023-09-26,02:51:49,560709,RETIRO,2
ATM002,2024-02-12,07:48:53,2624193,RETIRO,1
ATM020,2023-09-06,09:46:41,959832,DEPÓSITO,3
ATM047,2024-01-27,14:23:12,2549217,DEPÓSITO,6
ATM030,2023-09-14,05:59:27,1193051,RETIRO,4
ATM039,2024-01-09,15:34:11,586334,DEPÓSITO,2
ATM010,2023-11-21,13:05:12,3558539,DEPÓSITO,2
ATM085,2024-02-19,17:42:16,409653,DEPÓSITO,1
ATM082,2023-09-07,22:16:22,1530067,RETIRO,4
ATM044,2023-12-07,13:47:56,1845099,RETIRO,4
ATM064,2024-02-25,07:32:20,1032012,RETIRO,7
ATM002,2023-09-29,00:51:42,1942111,DEPÓSITO,5
ATM043,2023-11-16,13:38:36,880027,DEPÓSITO,4
ATM016,2024-02-22,15:58:20,3271025,DEPÓSITO,4
ATM080,2024-03-01,11:39:52,1009421,DEPÓSITO,5
ATM064,2023-12-10,05:55:54,3624261,DEPÓSITO,7
ATM022,2023-12-06,20:28:38,3449583,DEPÓSITO,3
ATM057,2023-10-07,06:24:59,2093705,DEPÓSITO,6
ATM073,2023-12-17,13:36:00,1986644,RETIRO,7
ATM053,2023-09-30,04:44:46,1336513,RETIRO,6
ATM026,2023-09-26,11:09:06,2302010,RETIRO,2
ATM057,2024-01-15,23:51:34,3410825,DEPÓSITO,1
ATM014,2023-09-03,19:46:00,3322918,DEPÓSITO,7
ATM003,2023-10-28,01:31:56,891912,RETIRO,6
ATM088,2023-12-16,12:37:55,249438,DEPÓSITO,6
ATM088,2023-12-02,15:59:16,4691561,DEPÓSITO,6
ATM075,2024-02-27,10:19:05,1152656,RETIRO,2
ATM060,2023-09-18,16:54:17,1679345,DEPÓSITO,1
ATM082,2024-01-17,15:12:51,622471,DEPÓSITO,3
ATM093,2023-12-15,11:01:40,1971564,RETIRO,5
ATM040,2023-11-04,01:31:09,567100,RETIRO,6
ATM021,2024-02-24,05:28:16,2047994,RETIRO,6
ATM058,2023-10-31,04:42:12,1465168,DEPÓSITO,2
ATM018,2023-10-01,15:37:07,1410977,RETIRO,7
ATM013,2023-10-23,08:33:45,1544936,RETIRO,1
ATM008,2023-10-21,18:49:08,4836321,DEPÓSITO,6
ATM040,2023-12-03,06:48:48,1237621,DEPÓSITO,7
ATM092,2024-01-03,04:56:19,2230685,RETIRO,3
ATM042,2024-01-13,14:19:58,1258311,DEPÓSITO,6
ATM056,2023-10-22,23:58:46,817466,RETIRO,7
ATM085,2023-11-12,20:31:31,439727,DEPÓSITO,7
ATM075,2024-01-18,05:11:59,677313,RETIRO,4
ATM057,2023-10-28,20:57:12,2423764,RETIRO,6
ATM014,2024-02-11,12:00:14,2837448,RETIRO,7
ATM042,2023-11-06,02:14:11,2109927,DEPÓSITO,1
ATM062,2024-01-20,00:11:05,447481,RETIRO,6
ATM007,2023-10-31,21:41:07,2336967,DEPÓSITO,2
ATM092,2023-12-15,01:33:21,2134476,DEPÓSITO,5
ATM096,2023-09-27,09:38:49,2375672,DEPÓSITO,3
ATM036,2023-12-16,08:38:50,299051,DEPÓSITO,6
ATM043,2023-10-13,10:49:41,2947041,DEPÓSITO,5
ATM087,2024-01-09,22:38:22,1208317,RETIRO,2
ATM067,2024-03-01,23:00:04,126614,RETIRO,5
ATM061,2024-01-09,20:50:37,4634825,DEPÓSITO,2
ATM018,2023-10-06,13:22:43,3142036,DEPÓSITO,5
ATM021,2024-02-12,14:08:22,2011146,RETIRO,1
ATM049,2023-12-10,18:41:43,4988300,DEPÓSITO,7
ATM049,2024-01-28,12:36:43,504808,DEPÓSITO,7
ATM093,2023-12-23,14:41:43,2254610,RETIRO,6
ATM068,2023-11-20,13:37:47,2553671,RETIRO,1
ATM022,2024-02-29,11:04:55,2470209,RETIRO,4
ATM085,2023-11-07,08:43:40,1938625,RETIRO,2
ATM018,2024-01-30,04:29:52,2415133,RETIRO,2
ATM079,2024-02-02,15:06:59,402048,DEPÓSITO,5
ATM072,2023-10-29,12:03:39,3398538,DEPÓSITO,7
ATM089,2023-10-31,09:05:24,4273042,DEPÓSITO,2
ATM027,2023-10-03,01:22:24,165159,RETIRO,2
ATM066,2023-12-05,06:33:29,1114396,RETIRO,2
ATM087,2024-02-02,01:23:24,173187,RETIRO,5
ATM058,2024-01-21,15:22:44,3203483,DEPÓSITO,7
ATM042,2024-02-06,07:41:20,1740813,DEPÓSITO,2
ATM095,2023-10-02,14:48:21,815963,RETIRO,1
ATM029,2023-09-17,05:30:30,1214659,RETIRO,7
ATM062,2024-01-06,12:44:19,1778049,DEPÓSITO,6
ATM025,2023-10-25,18:41:46,1892912,RETIRO,3
ATM065,2023-09-18,20:35:52,1889093,RETIRO,1
ATM028,2023-10-19,12:36:53,882544,RETIRO,4
ATM046,2023-10-08,20:33:20,4977410,DEPÓSITO,7
ATM078,2023-09-05,12:08:52,2883272,RETIRO,2
ATM052,2024-01-31,21:06:40,2885141,DEPÓSITO,3
ATM027,2023-09-30,05:50:12,2334858,DEPÓSITO,6
ATM014,2024-01-21,19:59:30,1383858,DEPÓSITO,7
ATM072,2023-12-19,19:22:54,1496042,RETIRO,2
ATM003,2023-12-09,20:36:08,3324078,DEPÓSITO,6
ATM009,2023-11-29,13:19:30,2700681,RETIRO,3
ATM016,2023-10-14,01:39:33,908214,RETIRO,6
ATM058,2024-02-07,18:37:47,1433673,DEPÓSITO,3
ATM020,2023-12-12,22:51:17,1123378,RETIRO,2
ATM089,2023-09-20,01:51:29,3890642,DEPÓSITO,3
ATM002,2023-12-02,06:49:39,4086584,DEPÓSITO,6
ATM031,2023-10-26,10:08:12,2490365,RETIRO,4
ATM051,2023-12-23,11:59:52,660338,DEPÓSITO,6
ATM001,2024-01-06,19:16:42,1978920,DEPÓSITO,6
ATM002,2023-09-20,18:20:37,216854,RETIRO,3
ATM007,2023-12-18,18:28:37,880638,RETIRO,1
ATM084,2023-11-25,19:19:28,4340980,DEPÓSITO,6
ATM007,2024-02-02,09:09:52,4451965,DEPÓSITO,5
ATM046,2023-10-10,07:28:14,2559333,RETIRO,2
ATM030,2023-09-05,10:01:44,1820075,DEPÓSITO,2
ATM014,2023-10-06,11:24:37,1875040,DEPÓSITO,5
ATM004,2023-12-31,09:22:53,365343,RETIRO,7
ATM045,2024-01-11,19:44:29,2741166,RETIRO,4
ATM037,2023-10-15,12:30:43,382802,RETIRO,7
ATM002,2023-10-29,03:25:47,1382240,RETIRO,7
ATM052,2024-02-15,11:02:39,2059332,RETIRO,4
ATM080,2024-01-20,08:04:41,2350091,DEPÓSITO,6
ATM085,2023-09-13,03:27:06,3742921,DEPÓSITO,3
ATM002,2023-10-30,08:51:53,1012789,DEPÓSITO,1
ATM083,2023-12-14,10:02:00,981653,RETIRO,4
ATM077,2023-11-26,09:22:34,2109866,RETIRO,7
ATM098,2023-09-19,09:55:51,2795332,DEPÓSITO,2
ATM018,2023-12-05,21:32:40,4292027,DEPÓSITO,2
ATM086,2023-09-15,05:19:46,1416736,DEPÓSITO,5
ATM093,2023-11-27,15:29:39,2932773,RETIRO,1
ATM032,2024-02-25,10:22:22,2285731,DEPÓSITO,7
ATM094,2023-10-03,19:35:51,2654167,RETIRO,2
ATM092,2023-12-16,10:15:47,368231,DEPÓSITO,6
ATM007,2023-09-01,05:34:46,194821,DEPÓSITO,5
ATM015,2023-11-03,04:34:15,2798029,RETIRO,5
ATM036,2024-01-06,10:50:16,1900064,DEPÓSITO,6
ATM075,2023-11-15,01:42:03,2056900,DEPÓSITO,3
ATM011,2023-12-04,08:28:18,2916534,DEPÓSITO,1
ATM049,2023-11-22,21:45:25,328673,RETIRO,3
ATM074,2023-09-03,02:45:32,2979700,DEPÓSITO,7
ATM066,2023-09-07,18:31:59,927295,DEPÓSITO,4
ATM094,2023-10-17,17:25:40,126285,RETIRO,2
ATM070,2024-02-20,04:07:29,2430198,RETIRO,2
ATM084,2024-02-17,08:27:49,592389,RETIRO,6
ATM016,2023-09-05,16:58:16,1327675,RETIRO,2
ATM069,2023-11-13,14:24:32,881188,RETIRO,1
ATM021,2023-10-31,09:59:56,2524288,DEPÓSITO,2
ATM052,2024-01-28,15:46:58,2932445,DEPÓSITO,7
ATM098,2023-11-16,16:45:57,1627587,DEPÓSITO,4
ATM012,2024-01-04,09:40:50,1165236,RETIRO,4
ATM030,2024-01-16,19:09:11,2641807,DEPÓSITO,2
ATM014,2024-02-28,16:50:16,2576557,DEPÓSITO,3
ATM024,2023-10-05,08:57:15,1244850,DEPÓSITO,4
ATM018,2024-01-08,06:44:59,4493329,DEPÓSITO,1
ATM029,2023-12-30,19:13:44,2657897,RETIRO,6
ATM065,2023-10-20,11:21:04,2392178,RETIRO,5
ATM023,2023-09-18,08:08:12,3483291,DEPÓSITO,1
ATM089,2023-12-23,00:26:45,2986968,DEPÓSITO,6
ATM091,2024-01-04,06:15:18,1676367,DEPÓSITO,4
ATM064,2024-02-28,00:05:44,3112911,DEPÓSITO,3
ATM008,2023-12-24,10:25:05,888784,DEPÓSITO,7
ATM043,2024-02-13,15:51:27,4979878,DEPÓSITO,2
ATM024,2024-02-12,09:06:11,3567591,DEPÓSITO,1
ATM005,2024-02-19,02:50:21,1625864,DEPÓSITO,1
ATM016,2023-11-13,06:29:05,1810186,DEPÓSITO,1
ATM055,2023-09-05,03:15:09,1037725,RETIRO,2
ATM071,2023-11-02,15:45:24,4823388,DEPÓSITO,4
ATM092,2023-12-28,20:10:21,3915686,DEPÓSITO,4
ATM022,2023-11-24,01:53:35,2035266,RETIRO,5
ATM020,2024-02-14,18:00:22,1805223,RETIRO,3
ATM050,2024-02-07,14:52:53,1201967,RETIRO,3
ATM041,2024-02-01,14:01:58,3438303,DEPÓSITO,4
ATM034,2023-09-11,06:11:33,1331638,DEPÓSITO,1
ATM030,2024-02-19,20:52:30,3064321,DEPÓSITO,1
ATM013,2023-10-03,01:34:59,1416751,DEPÓSITO,2
ATM035,2024-02-20,04:01:26,778882,RETIRO,2
ATM096,2024-02-07,12:11:25,2602573,RETIRO,3
ATM042,2024-01-04,03:50:44,3203360,DEPÓSITO,4
ATM034,2023-12-04,00:16:16,2659585,RETIRO,1
ATM048,2023-10-05,10:03:23,276496,RETIRO,4
ATM054,2023-12-21,22:35:43,4881851,DEPÓSITO,4
ATM008,2023-10-28,12:15:13,1664508,DEPÓSITO,6
ATM022,2024-02-06,04:08:58,1525176,RETIRO,2
ATM022,2023-10-10,05:14:45,3282555,DEPÓSITO,2
ATM073,2024-01-12,22:08:35,1941304,RETIRO,5
ATM017,2023-09-15,08:41:50,2271207,DEPÓSITO,5
ATM041,2023-11-22,02:02:56,861005,RETIRO,3
ATM036,2023-12-29,13:14:55,3661993,DEPÓSITO,5
ATM056,2024-02-07,15:50:27,421647,DEPÓSITO,3
ATM005,2023-09-07,14:36:52,499806,RETIRO,4
ATM055,2023-10-02,16:51:58,3286687,DEPÓSITO,1
ATM074,2023-11-08,23:02:31,2494597,DEPÓSITO,3
ATM027,2024-02-04,14:43:23,1930004,RETIRO,7
ATM027,2023-09-08,13:57:12,753872,RETIRO,5
ATM080,2023-09-30,10:31:02,3599122,DEPÓSITO,6
ATM055,2023-10-05,10:00:37,997313,DEPÓSITO,4
ATM081,2023-12-01,08:19:36,2308542,RETIRO,5
ATM043,2023-12-25,12:51:40,1389262,RETIRO,1
ATM027,2023-11-19,10:50:19,1983078,DEPÓSITO,7
ATM018,2023-10-22,14:32:33,1422385,RETIRO,7
ATM055,2024-01-29,08:47:05,3970514,DEPÓSITO,1
ATM013,2023-11-28,07:32:14,1029771,DEPÓSITO,2
ATM013,2023-11-27,23:54:40,3995567,DEPÓSITO,1
ATM002,2023-10-26,16:30:22,1523012,RETIRO,4
ATM084,2023-09-17,07:24:27,1531606,DEPÓSITO,7
ATM034,2024-02-06,23:40:32,2643860,DEPÓSITO,2
ATM013,2024-02-05,21:59:18,430980,RETIRO,1
ATM036,2024-01-07,04:55:29,1941801,RETIRO,7
ATM086,2024-01-17,23:14:33,956572,RETIRO,3
ATM087,2023-10-04,05:44:37,2462180,DEPÓSITO,3
ATM022,2023-10-25,20:52:16,1178827,RETIRO,3
ATM082,2024-02-13,11:38:34,242787,RETIRO,2
ATM091,2024-01-08,14:50:12,3973810,DEPÓSITO,1
ATM060,2023-12-03,18:48:25,1249060,RETIRO,7
ATM067,2023-12-07,02:29:21,466483,DEPÓSITO,4
ATM097,2024-02-10,19:39:56,2254224,RETIRO,6
ATM031,2023-09-11,10:25:34,1462015,DEPÓSITO,1
ATM048,2023-12-27,10:51:44,626723,RETIRO,3
ATM027,2023-12-20,20:10:33,2035614,RETIRO,3
ATM013,2023-09-04,13:17:19,594016,RETIRO,1
ATM055,2023-10-22,03:12:54,3148313,DEPÓSITO,7
ATM007,2024-01-07,10:57:24,1598337,RETIRO,7
ATM067,2023-11-19,00:46:42,1866214,RETIRO,7
ATM019,2024-01-09,21:41:04,537877,RETIRO,2
ATM059,2024-02-08,05:30:25,2212804,RETIRO,4
ATM075,2023-10-05,19:38:02,744353,RETIRO,4
ATM058,2023-12-02,10:46:35,3071424,DEPÓSITO,6
ATM008,2023-12-03,07:51:15,914463,RETIRO,7
ATM094,2023-12-19,10:59:48,1001580,RETIRO,2
ATM005,2024-02-25,13:54:35,1573250,DEPÓSITO,7
ATM038,2023-09-07,13:41:35,1298023,RETIRO,4
ATM066,2023-09-01,01:51:25,2874065,RETIRO,5
ATM051,2023-12-19,07:03:45,1089357,RETIRO,2
ATM100,2024-02-28,19:22:45,396774,RETIRO,3
ATM020,2023-09-28,07:17:23,2442819,RETIRO,4
ATM086,2024-02-10,16:33:38,1033174,RETIRO,6
ATM078,2024-02-14,16:29:33,743199,DEPÓSITO,3
ATM078,2023-10-22,14:21:49,2298921,RETIRO,7
ATM098,2023-10-05,15:29:57,759210,RETIRO,4
ATM017,2023-10-17,01:31:00,2500212,RETIRO,2
ATM017,2023-12-21,08:54:12,2145737,DEPÓSITO,4
ATM032,2023-09-12,15:11:48,2861517,RETIRO,2
ATM097,2023-09-21,19:03:55,2009650,DEPÓSITO,4
ATM034,2024-02-19,17:09:57,203682,DEPÓSITO,1
ATM096,2023-11-14,03:49:33,159696,DEPÓSITO,2
ATM017,2023-10-01,21:56:01,1181964,DEPÓSITO,7
ATM097,2024-01-02,14:05:03,552779,DEPÓSITO,2
ATM036,2024-02-11,20:37:56,392709,RETIRO,7
ATM017,2023-11-30,23:52:57,1137424,RETIRO,4
ATM008,2023-09-05,10:49:19,1191300,RETIRO,2
ATM018,2023-11-24,16:28:36,4530938,DEPÓSITO,5
ATM098,2024-02-26,16:52:50,299623,DEPÓSITO,1
ATM097,2023-09-04,19:00:09,833796,DEPÓSITO,1
ATM096,2023-11-17,01:19:08,1108864,DEPÓSITO,5
ATM017,2024-01-24,22:04:06,2958198,RETIRO,3
ATM016,2023-10-09,00:57:07,2474936,RETIRO,1
ATM007,2023-11-25,05:54:34,516089,RETIRO,6
ATM069,2023-10-20,06:27:43,2438992,RETIRO,5
ATM068,2024-01-09,16:46:28,1819385,RETIRO,2
ATM007,2023-11-17,01:16:14,366863,DEPÓSITO,5
ATM018,2024-02-13,07:58:08,3947524,DEPÓSITO,2
ATM068,2023-11-20,08:12:39,3728891,DEPÓSITO,1
ATM037,2024-02-05,01:43:14,539835,RETIRO,1
ATM079,2024-01-17,06:13:14,1282677,DEPÓSITO,3
ATM082,2024-02-28,10:29:41,2078630,DEPÓSITO,3
ATM038,2023-12-20,20:54:48,4268583,DEPÓSITO,3
ATM048,2023-10-04,06:24:38,3739484,DEPÓSITO,3
ATM014,2023-10-29,23:06:20,2569465,DEPÓSITO,7
ATM026,2024-01-01,15:53:36,1724049,RETIRO,1
ATM009,2023-11-24,05:52:27,2549234,RETIRO,5
ATM067,2024-02-19,01:35:12,2165003,DEPÓSITO,1
ATM005,2023-12-28,01:27:14,2258800,DEPÓSITO,4
ATM077,2024-01-24,14:39:21,2191452,RETIRO,3
ATM082,2024-01-04,19:55:06,4164258,DEPÓSITO,4
ATM069,2023-11-02,13:06:35,3588489,DEPÓSITO,4
ATM039,2023-11-03,15:38:59,2761252,RETIRO,5
ATM005,2023-11-20,07:13:22,2597878,RETIRO,1
ATM002,2023-12-19,00:22:30,984907,RETIRO,2
ATM011,2023-12-11,05:53:02,3729154,DEPÓSITO,1
ATM099,2024-01-23,18:03:51,4639156,DEPÓSITO,2
ATM004,2023-11-08,01:41:16,2429813,DEPÓSITO,3
ATM077,2024-01-25,03:15:45,729076,RETIRO,4
ATM070,2024-02-13,23:02:50,3086539,DEPÓSITO,2
ATM004,2023-12-25,18:51:38,1051702,DEPÓSITO,1
ATM063,2023-12-25,15:13:37,2613938,RETIRO,1
ATM057,2024-01-29,20:44:21,2950538,DEPÓSITO,1
ATM020,2023-09-16,01:10:26,609455,RETIRO,6
ATM055,2023-11-11,16:47:15,1913270,RETIRO,6
ATM075,2023-10-28,21:42:44,4618579,DEPÓSITO,6
ATM013,2023-12-18,22:54:46,1428242,RETIRO,1
ATM020,2023-11-29,09:32:18,2834120,RETIRO,3
ATM021,2024-02-14,07:12:50,2860285,DEPÓSITO,3
ATM076,2024-02-05,20:00:40,895099,DEPÓSITO,1
ATM019,2023-10-29,13:11:43,4915432,DEPÓSITO,7
ATM044,2023-11-04,04:45:59,2121222,RETIRO,6
ATM024,2023-11-19,17:35:00,763903,DEPÓSITO,7
ATM087,2023-11-30,09:15:07,2623979,RETIRO,4
ATM041,2023-12-11,06:00:46,930585,RETIRO,1
ATM086,2023-10-30,16:06:43,1173033,RETIRO,1
ATM003,2024-01-07,06:47:13,556846,RETIRO,7
ATM052,2024-02-24,14:13:19,982264,DEPÓSITO,6
ATM069,2024-01-28,09:05:22,445461,RETIRO,7
ATM056,2023-09-29,05:34:47,1269824,RETIRO,5
ATM021,2023-11-29,23:37:34,1399459,DEPÓSITO,3
ATM090,2023-09-29,21:54:08,2698156,DEPÓSITO,5
ATM006,2023-10-08,20:39:43,1639154,DEPÓSITO,7
ATM082,2023-10-02,14:44:28,1418060,RETIRO,1
ATM076,2023-10-31,04:16:37,2328740,RETIRO,2
ATM068,2023-09-14,03:28:52,3023991,DEPÓSITO,4
ATM033,2023-10-14,20:45:21,2041388,DEPÓSITO,6
ATM014,2023-09-29,20:13:23,2682901,RETIRO,5
ATM093,2024-01-04,09:18:29,2718759,RETIRO,4
ATM072,2023-10-31,15:15:52,4594327,DEPÓSITO,2
ATM046,2023-09-19,11:32:22,4422283,DEPÓSITO,2
ATM084,2023-12-07,20:22:22,2482798,RETIRO,4
ATM016,2023-12-31,13:51:12,1409703,DEPÓSITO,7
ATM058,2023-11-03,14:36:00,4913278,DEPÓSITO,5
ATM046,2023-11-15,10:53:27,793580,RETIRO,3
ATM059,2024-02-29,01:33:15,2445173,RETIRO,4
ATM076,2023-10-16,16:10:41,819030,RETIRO,1
ATM012,2023-10-02,05:47:38,563670,RETIRO,1
ATM097,2023-11-24,11:26:19,1528837,RETIRO,5
ATM029,2024-02-28,04:54:56,2778914,RETIRO,3
ATM069,2023-09-17,09:16:36,873848,DEPÓSITO,7
ATM067,2023-10-08,10:15:47,2677090,RETIRO,7
ATM016,2024-02-03,03:02:56,537414,RETIRO,6
ATM083,2024-01-04,23:25:03,655106,RETIRO,4
ATM010,2023-11-05,00:56:16,3723197,DEPÓSITO,7
ATM053,2024-01-11,18:13:56,146545,DEPÓSITO,4
ATM090,2023-11-11,17:15:36,1820749,RETIRO,6
ATM068,2023-09-12,23:44:01,1081072,DEPÓSITO,2
ATM028,2023-09-08,16:05:19,946139,RETIRO,5
ATM096,2024-02-19,23:24:25,4230700,DEPÓSITO,1
ATM027,2023-10-31,06:14:26,3096269,DEPÓSITO,2
ATM007,2023-10-01,01:21:46,4059028,DEPÓSITO,7
ATM077,2023-09-16,02:14:53,1541652,RETIRO,6
ATM020,2023-12-04,07:41:51,1963281,DEPÓSITO,1
ATM023,2024-02-06,13:11:45,4212068,DEPÓSITO,2
ATM073,2024-02-07,17:49:28,3196513,DEPÓSITO,3
ATM014,2024-01-16,09:21:52,2547173,RETIRO,2
ATM070,2023-10-19,06:05:28,1210242,RETIRO,4
ATM066,2023-09-02,01:37:48,2300655,RETIRO,6
ATM034,2024-02-09,17:53:28,4617050,DEPÓSITO,5
ATM028,2023-09-13,19:58:55,2029823,RETIRO,3
ATM080,2023-09-29,19:28:13,1771223,RETIRO,5
ATM080,2024-01-29,02:38:53,2483108,DEPÓSITO,1
ATM049,2023-12-15,16:31:31,2571924,DEPÓSITO,5
ATM088,2024-02-11,03:09:11,2694475,DEPÓSITO,7
ATM057,2023-12-25,09:42:31,306380,RETIRO,1
ATM062,2023-09-22,20:34:47,2982767,RETIRO,5
ATM037,2023-11-01,14:41:19,2443833,RETIRO,3
ATM011,2023-11-11,06:34:24,2026716,RETIRO,6
ATM045,2023-10-19,15:20:31,1530200,DEPÓSITO,4
ATM002,2024-01-30,20:15:14,4560797,DEPÓSITO,2
ATM074,2024-02-22,11:15:16,2009804,DEPÓSITO,4
ATM066,2024-02-24,05:00:20,2900836,DEPÓSITO,6
ATM079,2024-02-15,09:35:32,411584,RETIRO,4
ATM074,2023-12-27,16:39:40,3848408,DEPÓSITO,3
ATM059,2024-01-15,15:08:57,1184974,RETIRO,1
ATM011,2024-02-05,17:00:31,2490034,DEPÓSITO,1
ATM070,2023-10-16,22:18:27,544570,RETIRO,1
ATM033,2024-02-01,09:25:37,1168671,DEPÓSITO,4
ATM038,2024-01-15,08:46:30,1821270,DEPÓSITO,1
ATM039,2023-12-23,07:04:28,2115578,RETIRO,6
ATM090,2023-10-13,11:57:10,4746357,DEPÓSITO,5
ATM007,2024-01-18,23:00:42,605295,DEPÓSITO,4
ATM004,2023-10-31,18:37:44,3311801,DEPÓSITO,2
ATM086,2024-02-03,14:50:24,4713673,DEPÓSITO,6
ATM084,2024-01-06,15:13:14,3880960,DEPÓSITO,6
